pokemon_id,url_page,pokemon_name,peso,altura,tipo 1,tipo 2,evolucao 1,evolucao 2,evolucao 3,evolucao 4,evolucao 5,evolucao 6,evolucao 7,evolucao 8,evolucao 9,abilidade 1,abilidade 2,abilidade 3,abilidade 4,abilidade 5,abilidade 6
24,https://pokemondb.net/pokedex/arbok,Arbok,65.0 kg ,3.5 m ,Poison,,#0024-Arbok-https://pokemondb.net/pokedex/arbok,#0023-Ekans-https://pokemondb.net/pokedex/ekans,,,,,,,,Unnerve,Shed Skin,Intimidate,,,
17,https://pokemondb.net/pokedex/pidgeotto,Pidgeotto,30.0 kg ,1.1 m ,Normal,Flying,#0018-Pidgeot-https://pokemondb.net/pokedex/pidgeot,#0017-Pidgeotto-https://pokemondb.net/pokedex/pidgeotto,#0016-Pidgey-https://pokemondb.net/pokedex/pidgey,,,,,,,Big Pecks,Tangled Feet,Keen Eye,,,
23,https://pokemondb.net/pokedex/ekans,Ekans,6.9 kg ,2.0 m ,Poison,,#0024-Arbok-https://pokemondb.net/pokedex/arbok,#0023-Ekans-https://pokemondb.net/pokedex/ekans,,,,,,,,Unnerve,Shed Skin,Intimidate,,,
19,https://pokemondb.net/pokedex/rattata,Rattata,3.5 kg ,0.3 m ,Normal,Normal,#0020-Raticate-https://pokemondb.net/pokedex/raticate,#0019-Rattata-https://pokemondb.net/pokedex/rattata,,,,,,,,Thick Fat,Hustle,Gluttony,Guts,Run Away,
15,https://pokemondb.net/pokedex/beedrill,Beedrill,29.5 kg ,1.0 m ,Bug,Poison,#0015-Beedrill-https://pokemondb.net/pokedex/beedrill,#0014-Kakuna-https://pokemondb.net/pokedex/kakuna,#0013-Weedle-https://pokemondb.net/pokedex/weedle,,,,,,,Adaptability,Sniper,Swarm,,,
149,https://pokemondb.net/pokedex/dragonite,Dragonite,210.0 kg ,2.2 m ,Dragon,Flying,#0149-Dragonite-https://pokemondb.net/pokedex/dragonite,#0148-Dragonair-https://pokemondb.net/pokedex/dragonair,#0147-Dratini-https://pokemondb.net/pokedex/dratini,,,,,,,Multiscale,Inner Focus,,,,
150,https://pokemondb.net/pokedex/mewtwo,Mewtwo,122.0 kg ,2.0 m ,Psychic,Fighting,,,,,,,,,,Insomnia,Steadfast,Unnerve,Pressure,,
20,https://pokemondb.net/pokedex/raticate,Raticate,18.5 kg ,0.7 m ,Normal,Normal,#0020-Raticate-https://pokemondb.net/pokedex/raticate,#0019-Rattata-https://pokemondb.net/pokedex/rattata,,,,,,,,Thick Fat,Hustle,Gluttony,Guts,Run Away,
121,https://pokemondb.net/pokedex/starmie,Starmie,80.0 kg ,1.1 m ,Water,Psychic,#0121-Starmie-https://pokemondb.net/pokedex/starmie,#0120-Staryu-https://pokemondb.net/pokedex/staryu,,,,,,,,Analytic,Natural Cure,Illuminate,,,
58,https://pokemondb.net/pokedex/growlithe,Growlithe,19.0 kg ,0.7 m ,Fire,Rock,#0059-Arcanine-https://pokemondb.net/pokedex/arcanine,#0058-Growlithe-https://pokemondb.net/pokedex/growlithe,,,,,,,,Rock Head,Flash Fire,Intimidate,Justified,,
147,https://pokemondb.net/pokedex/dratini,Dratini,3.3 kg ,1.8 m ,Dragon,,#0149-Dragonite-https://pokemondb.net/pokedex/dragonite,#0148-Dragonair-https://pokemondb.net/pokedex/dragonair,#0147-Dratini-https://pokemondb.net/pokedex/dratini,,,,,,,Marvel Scale,Shed Skin,,,,
148,https://pokemondb.net/pokedex/dragonair,Dragonair,16.5 kg ,4.0 m ,Dragon,,#0149-Dragonite-https://pokemondb.net/pokedex/dragonite,#0148-Dragonair-https://pokemondb.net/pokedex/dragonair,#0147-Dratini-https://pokemondb.net/pokedex/dratini,,,,,,,Marvel Scale,Shed Skin,,,,
166,https://pokemondb.net/pokedex/ledian,Ledian,35.6 kg ,1.4 m ,Bug,Flying,#0166-Ledian-https://pokemondb.net/pokedex/ledian,#0165-Ledyba-https://pokemondb.net/pokedex/ledyba,,,,,,,,Iron Fist,Early Bird,Swarm,,,
193,https://pokemondb.net/pokedex/yanma,Yanma,38.0 kg ,1.2 m ,Bug,Flying,#0469-Yanmega-https://pokemondb.net/pokedex/yanmega,#0193-Yanma-https://pokemondb.net/pokedex/yanma,,,,,,,,Frisk,Compound Eyes,Speed Boost,,,
195,https://pokemondb.net/pokedex/quagsire,Quagsire,75.0 kg ,1.4 m ,Water,Ground,#0980-Clodsire-https://pokemondb.net/pokedex/clodsire,#0194-Wooper-https://pokemondb.net/pokedex/wooper,#0195-Quagsire-https://pokemondb.net/pokedex/quagsire,,,,,,,Unaware,Water Absorb,Damp,,,
181,https://pokemondb.net/pokedex/ampharos,Ampharos,61.5 kg ,1.4 m ,Electric,Dragon,#0181-Ampharos-https://pokemondb.net/pokedex/ampharos,#0180-Flaaffy-https://pokemondb.net/pokedex/flaaffy,#0179-Mareep-https://pokemondb.net/pokedex/mareep,,,,,,,Mold Breaker,Plus,Static,,,
191,https://pokemondb.net/pokedex/sunkern,Sunkern,1.8 kg ,0.3 m ,Grass,,#0192-Sunflora-https://pokemondb.net/pokedex/sunflora,#0191-Sunkern-https://pokemondb.net/pokedex/sunkern,,,,,,,,Early Bird,Solar Power,Chlorophyll,,,
194,https://pokemondb.net/pokedex/wooper,Wooper,8.5 kg ,0.4 m ,Water,Ground,#0980-Clodsire-https://pokemondb.net/pokedex/clodsire,#0194-Wooper-https://pokemondb.net/pokedex/wooper,#0195-Quagsire-https://pokemondb.net/pokedex/quagsire,,,,,,,Unaware,Water Absorb,Poison Point,Damp,,
192,https://pokemondb.net/pokedex/sunflora,Sunflora,8.5 kg ,0.8 m ,Grass,,#0192-Sunflora-https://pokemondb.net/pokedex/sunflora,#0191-Sunkern-https://pokemondb.net/pokedex/sunkern,,,,,,,,Early Bird,Solar Power,Chlorophyll,,,
196,https://pokemondb.net/pokedex/espeon,Espeon,26.5 kg ,0.9 m ,Psychic,,#0700-Sylveon-https://pokemondb.net/pokedex/sylveon,#0133-Eevee-https://pokemondb.net/pokedex/eevee,#0471-Glaceon-https://pokemondb.net/pokedex/glaceon,#0470-Leafeon-https://pokemondb.net/pokedex/leafeon,#0197-Umbreon-https://pokemondb.net/pokedex/umbreon,#0196-Espeon-https://pokemondb.net/pokedex/espeon,#0136-Flareon-https://pokemondb.net/pokedex/flareon,#0135-Jolteon-https://pokemondb.net/pokedex/jolteon,#0134-Vaporeon-https://pokemondb.net/pokedex/vaporeon,Magic Bounce,Synchronize,,,,
257,https://pokemondb.net/pokedex/blaziken,Blaziken,52.0 kg ,1.9 m ,Fire,Fighting,#0257-Blaziken-https://pokemondb.net/pokedex/blaziken,#0256-Combusken-https://pokemondb.net/pokedex/combusken,#0255-Torchic-https://pokemondb.net/pokedex/torchic,,,,,,,Speed Boost,Blaze,,,,
256,https://pokemondb.net/pokedex/combusken,Combusken,19.5 kg ,0.9 m ,Fire,Fighting,#0257-Blaziken-https://pokemondb.net/pokedex/blaziken,#0256-Combusken-https://pokemondb.net/pokedex/combusken,#0255-Torchic-https://pokemondb.net/pokedex/torchic,,,,,,,Speed Boost,Blaze,,,,
254,https://pokemondb.net/pokedex/sceptile,Sceptile,52.2 kg ,1.7 m ,Grass,Dragon,#0254-Sceptile-https://pokemondb.net/pokedex/sceptile,#0253-Grovyle-https://pokemondb.net/pokedex/grovyle,#0252-Treecko-https://pokemondb.net/pokedex/treecko,,,,,,,Lightning Rod,Unburden,Overgrow,,,
258,https://pokemondb.net/pokedex/mudkip,Mudkip,7.6 kg ,0.4 m ,Water,,#0260-Swampert-https://pokemondb.net/pokedex/swampert,#0259-Marshtomp-https://pokemondb.net/pokedex/marshtomp,#0258-Mudkip-https://pokemondb.net/pokedex/mudkip,,,,,,,Damp,Torrent,,,,
255,https://pokemondb.net/pokedex/torchic,Torchic,2.5 kg ,0.4 m ,Fire,,#0257-Blaziken-https://pokemondb.net/pokedex/blaziken,#0256-Combusken-https://pokemondb.net/pokedex/combusken,#0255-Torchic-https://pokemondb.net/pokedex/torchic,,,,,,,Speed Boost,Blaze,,,,
260,https://pokemondb.net/pokedex/swampert,Swampert,81.9 kg ,1.5 m ,Water,Ground,#0260-Swampert-https://pokemondb.net/pokedex/swampert,#0259-Marshtomp-https://pokemondb.net/pokedex/marshtomp,#0258-Mudkip-https://pokemondb.net/pokedex/mudkip,,,,,,,Swift Swim,Damp,Torrent,,,
259,https://pokemondb.net/pokedex/marshtomp,Marshtomp,28.0 kg ,0.7 m ,Water,Ground,#0260-Swampert-https://pokemondb.net/pokedex/swampert,#0259-Marshtomp-https://pokemondb.net/pokedex/marshtomp,#0258-Mudkip-https://pokemondb.net/pokedex/mudkip,,,,,,,Damp,Torrent,,,,
222,https://pokemondb.net/pokedex/corsola,Corsola,5.0 kg ,0.6 m ,Water,Rock,#0864-Cursola-https://pokemondb.net/pokedex/cursola,#0222-Corsola-https://pokemondb.net/pokedex/corsola,,,,,,,,Cursed Body,Weak Armor,Regenerator,Natural Cure,Hustle,
346,https://pokemondb.net/pokedex/cradily,Cradily,60.4 kg ,1.5 m ,Rock,Grass,#0346-Cradily-https://pokemondb.net/pokedex/cradily,#0345-Lileep-https://pokemondb.net/pokedex/lileep,,,,,,,,Storm Drain,Suction Cups,,,,
340,https://pokemondb.net/pokedex/whiscash,Whiscash,23.6 kg ,0.9 m ,Water,Ground,#0340-Whiscash-https://pokemondb.net/pokedex/whiscash,#0339-Barboach-https://pokemondb.net/pokedex/barboach,,,,,,,,Hydration,Anticipation,Oblivious,,,
345,https://pokemondb.net/pokedex/lileep,Lileep,23.8 kg ,1.0 m ,Rock,Grass,#0346-Cradily-https://pokemondb.net/pokedex/cradily,#0345-Lileep-https://pokemondb.net/pokedex/lileep,,,,,,,,Storm Drain,Suction Cups,,,,
344,https://pokemondb.net/pokedex/claydol,Claydol,108.0 kg ,1.5 m ,Ground,Psychic,#0344-Claydol-https://pokemondb.net/pokedex/claydol,#0343-Baltoy-https://pokemondb.net/pokedex/baltoy,,,,,,,,Levitate,,,,,
342,https://pokemondb.net/pokedex/crawdaunt,Crawdaunt,32.8 kg ,1.1 m ,Water,Dark,#0342-Crawdaunt-https://pokemondb.net/pokedex/crawdaunt,#0341-Corphish-https://pokemondb.net/pokedex/corphish,,,,,,,,Adaptability,Shell Armor,Hyper Cutter,,,
341,https://pokemondb.net/pokedex/corphish,Corphish,11.5 kg ,0.6 m ,Water,,#0342-Crawdaunt-https://pokemondb.net/pokedex/crawdaunt,#0341-Corphish-https://pokemondb.net/pokedex/corphish,,,,,,,,Adaptability,Shell Armor,Hyper Cutter,,,
343,https://pokemondb.net/pokedex/baltoy,Baltoy,21.5 kg ,0.5 m ,Ground,Psychic,#0344-Claydol-https://pokemondb.net/pokedex/claydol,#0343-Baltoy-https://pokemondb.net/pokedex/baltoy,,,,,,,,Levitate,,,,,
394,https://pokemondb.net/pokedex/prinplup,Prinplup,23.0 kg ,0.8 m ,Water,,#0395-Empoleon-https://pokemondb.net/pokedex/empoleon,#0394-Prinplup-https://pokemondb.net/pokedex/prinplup,#0393-Piplup-https://pokemondb.net/pokedex/piplup,,,,,,,Defiant,Torrent,,,,
392,https://pokemondb.net/pokedex/infernape,Infernape,55.0 kg ,1.2 m ,Fire,Fighting,#0392-Infernape-https://pokemondb.net/pokedex/infernape,#0391-Monferno-https://pokemondb.net/pokedex/monferno,#0390-Chimchar-https://pokemondb.net/pokedex/chimchar,,,,,,,Iron Fist,Blaze,,,,
388,https://pokemondb.net/pokedex/grotle,Grotle,97.0 kg ,1.1 m ,Grass,,#0389-Torterra-https://pokemondb.net/pokedex/torterra,#0388-Grotle-https://pokemondb.net/pokedex/grotle,#0387-Turtwig-https://pokemondb.net/pokedex/turtwig,,,,,,,Shell Armor,Overgrow,,,,
391,https://pokemondb.net/pokedex/monferno,Monferno,22.0 kg ,0.9 m ,Fire,Fighting,#0392-Infernape-https://pokemondb.net/pokedex/infernape,#0391-Monferno-https://pokemondb.net/pokedex/monferno,#0390-Chimchar-https://pokemondb.net/pokedex/chimchar,,,,,,,Iron Fist,Blaze,,,,
390,https://pokemondb.net/pokedex/chimchar,Chimchar,6.2 kg ,0.5 m ,Fire,,#0392-Infernape-https://pokemondb.net/pokedex/infernape,#0391-Monferno-https://pokemondb.net/pokedex/monferno,#0390-Chimchar-https://pokemondb.net/pokedex/chimchar,,,,,,,Iron Fist,Blaze,,,,
389,https://pokemondb.net/pokedex/torterra,Torterra,310.0 kg ,2.2 m ,Grass,Ground,#0389-Torterra-https://pokemondb.net/pokedex/torterra,#0388-Grotle-https://pokemondb.net/pokedex/grotle,#0387-Turtwig-https://pokemondb.net/pokedex/turtwig,,,,,,,Shell Armor,Overgrow,,,,
339,https://pokemondb.net/pokedex/barboach,Barboach,1.9 kg ,0.4 m ,Water,Ground,#0340-Whiscash-https://pokemondb.net/pokedex/whiscash,#0339-Barboach-https://pokemondb.net/pokedex/barboach,,,,,,,,Hydration,Anticipation,Oblivious,,,
393,https://pokemondb.net/pokedex/piplup,Piplup,5.2 kg ,0.4 m ,Water,,#0395-Empoleon-https://pokemondb.net/pokedex/empoleon,#0394-Prinplup-https://pokemondb.net/pokedex/prinplup,#0393-Piplup-https://pokemondb.net/pokedex/piplup,,,,,,,Defiant,Torrent,,,,
433,https://pokemondb.net/pokedex/chingling,Chingling,0.6 kg ,0.2 m ,Psychic,Mt. Coronet,#0358-Chimecho-https://pokemondb.net/pokedex/chimecho,#0433-Chingling-https://pokemondb.net/pokedex/chingling,,,,,,,,Levitate,,,,,
432,https://pokemondb.net/pokedex/purugly,Purugly,43.8 kg ,1.0 m ,Normal,229,#0432-Purugly-https://pokemondb.net/pokedex/purugly,#0431-Glameow-https://pokemondb.net/pokedex/glameow,,,,,,,,Defiant,Own Tempo,Thick Fat,,,
434,https://pokemondb.net/pokedex/stunky,Stunky,19.2 kg ,0.4 m ,Poison,Dark,#0435-Skuntank-https://pokemondb.net/pokedex/skuntank,#0434-Stunky-https://pokemondb.net/pokedex/stunky,,,,,,,,Keen Eye,Aftermath,Stench,,,
430,https://pokemondb.net/pokedex/honchkrow,Honchkrow,27.3 kg ,0.9 m ,Dark,Flying,#0430-Honchkrow-https://pokemondb.net/pokedex/honchkrow,#0198-Murkrow-https://pokemondb.net/pokedex/murkrow,,,,,,,,Moxie,Super Luck,Insomnia,,,
428,https://pokemondb.net/pokedex/lopunny,Lopunny,33.3 kg ,1.2 m ,Normal,Fighting,#0428-Lopunny-https://pokemondb.net/pokedex/lopunny,#0427-Buneary-https://pokemondb.net/pokedex/buneary,,,,,,,,Scrappy,Limber,Klutz,Cute Charm,,
427,https://pokemondb.net/pokedex/buneary,Buneary,5.5 kg ,0.4 m ,Normal,,#0428-Lopunny-https://pokemondb.net/pokedex/lopunny,#0427-Buneary-https://pokemondb.net/pokedex/buneary,,,,,,,,Limber,Klutz,Run Away,,,
431,https://pokemondb.net/pokedex/glameow,Glameow,3.9 kg ,0.5 m ,Normal,222,#0432-Purugly-https://pokemondb.net/pokedex/purugly,#0431-Glameow-https://pokemondb.net/pokedex/glameow,,,,,,,,Keen Eye,Own Tempo,Limber,,,
429,https://pokemondb.net/pokedex/mismagius,Mismagius,4.4 kg ,0.9 m ,Ghost,,#0429-Mismagius-https://pokemondb.net/pokedex/mismagius,#0200-Misdreavus-https://pokemondb.net/pokedex/misdreavus,,,,,,,,Levitate,,,,,
481,https://pokemondb.net/pokedex/mesprit,Mesprit,0.3 kg ,0.3 m ,Psychic,,,,,,,,,,,Levitate,,,,,
483,https://pokemondb.net/pokedex/dialga,Dialga,683.0 kg ,5.4 m ,Steel,Dragon,,,,,,,,,,Telepathy,Pressure,,,,
477,https://pokemondb.net/pokedex/dusknoir,Dusknoir,106.6 kg ,2.2 m ,Ghost,,#0477-Dusknoir-https://pokemondb.net/pokedex/dusknoir,#0356-Dusclops-https://pokemondb.net/pokedex/dusclops,#0355-Duskull-https://pokemondb.net/pokedex/duskull,,,,,,,Frisk,Pressure,,,,
476,https://pokemondb.net/pokedex/probopass,Probopass,340.0 kg ,1.4 m ,Rock,Steel,#0476-Probopass-https://pokemondb.net/pokedex/probopass,#0299-Nosepass-https://pokemondb.net/pokedex/nosepass,,,,,,,,Sand Force,Magnet Pull,Sturdy,,,
480,https://pokemondb.net/pokedex/uxie,Uxie,0.3 kg ,0.3 m ,Psychic,,,,,,,,,,,Levitate,,,,,
478,https://pokemondb.net/pokedex/froslass,Froslass,26.6 kg ,1.3 m ,Ice,Ghost,#0478-Froslass-https://pokemondb.net/pokedex/froslass,#0362-Glalie-https://pokemondb.net/pokedex/glalie,#0361-Snorunt-https://pokemondb.net/pokedex/snorunt,,,,,,,Cursed Body,Snow Cloak,,,,
479,https://pokemondb.net/pokedex/rotom,Rotom,0.3 kg ,0.3 m ,Electric,Ghost,,,,,,,,,,Levitate,,,,,
482,https://pokemondb.net/pokedex/azelf,Azelf,0.3 kg ,0.3 m ,Psychic,,,,,,,,,,,Levitate,,,,,
566,https://pokemondb.net/pokedex/archen,Archen,9.5 kg ,0.5 m ,Rock,Flying,#0567-Archeops-https://pokemondb.net/pokedex/archeops,#0566-Archen-https://pokemondb.net/pokedex/archen,,,,,,,,Defeatist,,,,,
568,https://pokemondb.net/pokedex/trubbish,Trubbish,31.0 kg ,0.6 m ,Poison,5,#0569-Garbodor-https://pokemondb.net/pokedex/garbodor,#0568-Trubbish-https://pokemondb.net/pokedex/trubbish,,,,,,,,Aftermath,Sticky Hold,Stench,,,
565,https://pokemondb.net/pokedex/carracosta,Carracosta,81.0 kg ,1.2 m ,Water,Rock,#0565-Carracosta-https://pokemondb.net/pokedex/carracosta,#0564-Tirtouga-https://pokemondb.net/pokedex/tirtouga,,,,,,,,Swift Swim,Sturdy,Solid Rock,,,
567,https://pokemondb.net/pokedex/archeops,Archeops,32.0 kg ,1.4 m ,Rock,Flying,#0567-Archeops-https://pokemondb.net/pokedex/archeops,#0566-Archen-https://pokemondb.net/pokedex/archen,,,,,,,,Defeatist,,,,,
564,https://pokemondb.net/pokedex/tirtouga,Tirtouga,16.5 kg ,0.7 m ,Water,Rock,#0565-Carracosta-https://pokemondb.net/pokedex/carracosta,#0564-Tirtouga-https://pokemondb.net/pokedex/tirtouga,,,,,,,,Swift Swim,Sturdy,Solid Rock,,,
561,https://pokemondb.net/pokedex/sigilyph,Sigilyph,14.0 kg ,1.4 m ,Psychic,Flying,,,,,,,,,,Tinted Lens,Magic Guard,Wonder Skin,,,
563,https://pokemondb.net/pokedex/cofagrigus,Cofagrigus,76.5 kg ,1.7 m ,Ghost,,#0867-Runerigus-https://pokemondb.net/pokedex/runerigus,#0562-Yamask-https://pokemondb.net/pokedex/yamask,#0563-Cofagrigus-https://pokemondb.net/pokedex/cofagrigus,,,,,,,Mummy,,,,,
562,https://pokemondb.net/pokedex/yamask,Yamask,1.5 kg ,0.5 m ,Ghost,Ghost,#0867-Runerigus-https://pokemondb.net/pokedex/runerigus,#0562-Yamask-https://pokemondb.net/pokedex/yamask,#0563-Cofagrigus-https://pokemondb.net/pokedex/cofagrigus,,,,,,,Wandering Spirit,Mummy,,,,
647,https://pokemondb.net/pokedex/keldeo,Keldeo,48.5 kg ,1.4 m ,Water,Fighting,,,,,,,,,,Justified,,,,,
643,https://pokemondb.net/pokedex/reshiram,Reshiram,330.0 kg ,3.2 m ,Dragon,Fire,,,,,,,,,,Turboblaze,,,,,
642,https://pokemondb.net/pokedex/thundurus,Thundurus,61.0 kg ,1.5 m ,Electric,Flying,,,,,,,,,,Volt Absorb,Defiant,Prankster,,,
646,https://pokemondb.net/pokedex/kyurem,Kyurem,325.0 kg ,3.0 m ,Dragon,Ice,,,,,,,,,,Teravolt,Turboblaze,Pressure,,,
641,https://pokemondb.net/pokedex/tornadus,Tornadus,63.0 kg ,1.5 m ,Flying,,,,,,,,,,,Regenerator,Defiant,Prankster,,,
640,https://pokemondb.net/pokedex/virizion,Virizion,200.0 kg ,2.0 m ,Grass,Fighting,,,,,,,,,,Justified,,,,,
644,https://pokemondb.net/pokedex/zekrom,Zekrom,345.0 kg ,2.9 m ,Dragon,Electric,,,,,,,,,,Teravolt,,,,,
709,https://pokemondb.net/pokedex/trevenant,Trevenant,71.0 kg ,1.5 m ,Ghost,Grass,#0709-Trevenant-https://pokemondb.net/pokedex/trevenant,#0708-Phantump-https://pokemondb.net/pokedex/phantump,,,,,,,,Harvest,Frisk,Natural Cure,,,
708,https://pokemondb.net/pokedex/phantump,Phantump,7.0 kg ,0.4 m ,Ghost,Grass,#0709-Trevenant-https://pokemondb.net/pokedex/trevenant,#0708-Phantump-https://pokemondb.net/pokedex/phantump,,,,,,,,Harvest,Frisk,Natural Cure,,,
645,https://pokemondb.net/pokedex/landorus,Landorus,68.0 kg ,1.5 m ,Ground,Flying,,,,,,,,,,Intimidate,Sheer Force,Sand Force,,,
711,https://pokemondb.net/pokedex/gourgeist,Gourgeist,12.5 kg ,0.9 m ,Ghost,Grass,#0711-Gourgeist-https://pokemondb.net/pokedex/gourgeist,#0710-Pumpkaboo-https://pokemondb.net/pokedex/pumpkaboo,,,,,,,,Insomnia,Frisk,Pickup,,,
710,https://pokemondb.net/pokedex/pumpkaboo,Pumpkaboo,5.0 kg ,0.4 m ,Ghost,Grass,#0711-Gourgeist-https://pokemondb.net/pokedex/gourgeist,#0710-Pumpkaboo-https://pokemondb.net/pokedex/pumpkaboo,,,,,,,,Insomnia,Frisk,Pickup,,,
707,https://pokemondb.net/pokedex/klefki,Klefki,3.0 kg ,0.2 m ,Steel,Fairy,,,,,,,,,,Magician,Prankster,,,,
706,https://pokemondb.net/pokedex/goodra,Goodra,150.5 kg ,2.0 m ,Dragon,Dragon,#0706-Goodra-https://pokemondb.net/pokedex/goodra,#0705-Sliggoo-https://pokemondb.net/pokedex/sliggoo,#0704-Goomy-https://pokemondb.net/pokedex/goomy,,,,,,,Gooey,Shell Armor,Sap Sipper,Hydration,,
704,https://pokemondb.net/pokedex/goomy,Goomy,2.8 kg ,0.3 m ,Dragon,,#0706-Goodra-https://pokemondb.net/pokedex/goodra,#0705-Sliggoo-https://pokemondb.net/pokedex/sliggoo,#0704-Goomy-https://pokemondb.net/pokedex/goomy,,,,,,,Gooey,Hydration,Sap Sipper,,,
705,https://pokemondb.net/pokedex/sliggoo,Sliggoo,17.5 kg ,0.8 m ,Dragon,Dragon,#0706-Goodra-https://pokemondb.net/pokedex/goodra,#0705-Sliggoo-https://pokemondb.net/pokedex/sliggoo,#0704-Goomy-https://pokemondb.net/pokedex/goomy,,,,,,,Gooey,Shell Armor,Sap Sipper,Hydration,,
756,https://pokemondb.net/pokedex/shiinotic,Shiinotic,11.5 kg ,1.0 m ,Grass,Fairy,#0756-Shiinotic-https://pokemondb.net/pokedex/shiinotic,#0755-Morelull-https://pokemondb.net/pokedex/morelull,,,,,,,,Rain Dish,Effect Spore,Illuminate,,,
753,https://pokemondb.net/pokedex/fomantis,Fomantis,1.5 kg ,0.3 m ,Grass,,#0754-Lurantis-https://pokemondb.net/pokedex/lurantis,#0753-Fomantis-https://pokemondb.net/pokedex/fomantis,,,,,,,,Contrary,Leaf Guard,,,,
755,https://pokemondb.net/pokedex/morelull,Morelull,1.5 kg ,0.2 m ,Grass,Fairy,#0756-Shiinotic-https://pokemondb.net/pokedex/shiinotic,#0755-Morelull-https://pokemondb.net/pokedex/morelull,,,,,,,,Rain Dish,Effect Spore,Illuminate,,,
754,https://pokemondb.net/pokedex/lurantis,Lurantis,18.5 kg ,0.9 m ,Grass,,#0754-Lurantis-https://pokemondb.net/pokedex/lurantis,#0753-Fomantis-https://pokemondb.net/pokedex/fomantis,,,,,,,,Contrary,Leaf Guard,,,,
752,https://pokemondb.net/pokedex/araquanid,Araquanid,82.0 kg ,1.8 m ,Water,Bug,#0752-Araquanid-https://pokemondb.net/pokedex/araquanid,#0751-Dewpider-https://pokemondb.net/pokedex/dewpider,,,,,,,,Water Absorb,Water Bubble,,,,
750,https://pokemondb.net/pokedex/mudsdale,Mudsdale,920.0 kg ,2.5 m ,Ground,Blush Mountain,#0750-Mudsdale-https://pokemondb.net/pokedex/mudsdale,#0749-Mudbray-https://pokemondb.net/pokedex/mudbray,,,,,,,,Inner Focus,Stamina,Own Tempo,,,
